Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
01,00A0009004,20D,0000,20D,0000,001,020D,FBDD,008,100002
02,0104009420,20E,0000,20D,0000,001,020D,FBDD,008,100003
03,0002009001,20E,0000,20D,0000,001,020D,FBDD,008,100004
04,8109804002,20E,0000,20D,0000,001,020D,FBDD,008,100005
05,810C404002,20E,0000,20D,0000,001,020D,FBDD,008,100006
06,810C204002,20E,0000,20D,0000,001,020D,FBDD,008,100007
07,8078104002,20E,0000,20D,0000,001,020D,FBDD,008,100078
78,81A4084002,20E,0000,20D,0000,001,020D,FBDD,008,100079
79,8189044002,20E,0000,20D,0000,001,020D,FBDD,008,10007A
7A,817D024002,20E,0000,20D,0000,001,020D,FBDD,008,10007B
7B,80C4014002,20E,0000,20D,0000,001,020D,FBDD,008,1000C4
C4,80DE801040,20E,0000,20D,0000,001,020D,FBDD,008,1000DE
DE,4000000000,20E,0000,20D,0000,001,020D,FBDD,008,1000DF
DF,8001101040,20E,0000,20D,0000,001,020D,FBDD,008,100001
01,00A0009004,20E,0000,20E,0000,001,020E,FBDD,008,100002
02,0104009420,20F,0000,20E,0000,001,020E,FBDD,008,100003
03,0002009001,20F,0000,20E,0000,001,020E,FBDD,008,100004
04,8109804002,20F,0000,20E,0000,001,020E,FBDD,008,100005
05,810C404002,20F,0000,20E,0000,001,020E,FBDD,008,100006
06,810C204002,20F,0000,20E,0000,001,020E,FBDD,008,100007
07,8078104002,20F,0000,20E,0000,001,020E,FBDD,008,100078
78,81A4084002,20F,0000,20E,0000,001,020E,FBDD,008,100079
79,8189044002,20F,0000,20E,0000,001,020E,FBDD,008,10007A
7A,817D024002,20F,0000,20E,0000,001,020E,FBDD,008,10007B
7B,80C4014002,20F,0000,20E,0000,001,020E,FBDD,008,1000C4
C4,80DE801040,20F,0000,20E,0000,001,020E,FBDD,008,1000DE
DE,4000000000,20F,0000,20E,0000,001,020E,FBDD,008,1000DF
DF,8001101040,20F,0000,20E,0000,001,020E,FBDD,008,100001
01,00A0009004,20F,0000,20F,0000,001,020F,FBDD,008,100002
02,0104009420,210,0000,20F,0000,001,020F,FBDD,008,100003
03,0002009001,210,0000,20F,0000,001,020F,FBDD,008,100004
04,8109804002,210,0000,20F,0000,001,020F,FBDD,008,100005
05,810C404002,210,0000,20F,0000,001,020F,FBDD,008,100006
06,810C204002,210,0000,20F,0000,001,020F,FBDD,008,100007
07,8078104002,210,0000,20F,0000,001,020F,FBDD,008,100078
78,81A4084002,210,0000,20F,0000,001,020F,FBDD,008,100079
79,8189044002,210,0000,20F,0000,001,020F,FBDD,008,10007A
7A,817D024002,210,0000,20F,0000,001,020F,FBDD,008,10007B
7B,80C4014002,210,0000,20F,0000,001,020F,FBDD,008,1000C4
C4,80DE801040,210,0000,20F,0000,001,020F,FBDD,008,1000DE
DE,4000000000,210,0000,20F,0000,001,020F,FBDD,008,1000DF
DF,8001101040,210,0000,20F,0000,001,020F,FBDD,008,100001
01,00A0009004,210,0000,210,0000,001,0210,FBDD,008,100002
02,0104009420,211,0000,210,0000,001,0210,FBDD,008,100003
03,0002009001,211,0000,210,0000,001,0210,FBDD,008,100004
04,8109804002,211,0000,210,0000,001,0210,FBDD,008,100005
05,810C404002,211,0000,210,0000,001,0210,FBDD,008,100006
06,810C204002,211,0000,210,0000,001,0210,FBDD,008,100007
07,8078104002,211,0000,210,0000,001,0210,FBDD,008,100078
78,81A4084002,211,0000,210,0000,001,0210,FBDD,008,100079
79,8189044002,211,0000,210,0000,001,0210,FBDD,008,10007A
7A,817D024002,211,0000,210,0000,001,0210,FBDD,008,10007B
7B,80C4014002,211,0000,210,0000,001,0210,FBDD,008,1000C4
C4,80DE801040,211,0000,210,0000,001,0210,FBDD,008,1000DE
DE,4000000000,211,0000,210,0000,001,0210,FBDD,008,1000DF
DF,8001101040,211,0000,210,0000,001,0210,FBDD,008,100001
01,00A0009004,211,0000,211,0000,001,0211,FBDD,008,100002
02,0104009420,212,0000,211,0000,001,0211,FBDD,008,100003
03,0002009001,212,0000,211,0000,001,0211,FBDD,008,100004
04,8109804002,212,0000,211,0000,001,0211,FBDD,008,100005
05,810C404002,212,0000,211,0000,001,0211,FBDD,008,100006
06,810C204002,212,0000,211,0000,001,0211,FBDD,008,100007
07,8078104002,212,0000,211,0000,001,0211,FBDD,008,100078
78,81A4084002,212,0000,211,0000,001,0211,FBDD,008,100079
79,8189044002,212,0000,211,0000,001,0211,FBDD,008,10007A
7A,817D024002,212,0000,211,0000,001,0211,FBDD,008,10007B
7B,80C4014002,212,0000,211,0000,001,0211,FBDD,008,1000C4
C4,80DE801040,212,0000,211,0000,001,0211,FBDD,008,1000DE
DE,4000000000,212,0000,211,0000,001,0211,FBDD,008,1000DF
DF,8001101040,212,0000,211,0000,001,0211,FBDD,008,100001
01,00A0009004,212,0000,212,0000,001,0212,FBDD,008,100002
02,0104009420,213,0000,212,0000,001,0212,FBDD,008,100003
03,0002009001,213,0000,212,0000,001,0212,FBDD,008,100004
04,8109804002,213,0000,212,0000,001,0212,FBDD,008,100005
05,810C404002,213,0000,212,0000,001,0212,FBDD,008,100006
06,810C204002,213,0000,212,0000,001,0212,FBDD,008,100007
07,8078104002,213,0000,212,0000,001,0212,FBDD,008,100078
78,81A4084002,213,0000,212,0000,001,0212,FBDD,008,100079
79,8189044002,213,0000,212,0000,001,0212,FBDD,008,10007A
7A,817D024002,213,0000,212,0000,001,0212,FBDD,008,10007B
7B,80C4014002,213,0000,212,0000,001,0212,FBDD,008,1000C4
C4,80DE801040,213,0000,212,0000,001,0212,FBDD,008,1000DE
DE,4000000000,213,0000,212,0000,001,0212,FBDD,008,1000DF
DF,8001101040,213,0000,212,0000,001,0212,FBDD,008,100001
01,00A0009004,213,0000,213,0000,001,0213,FBDD,008,100002
02,0104009420,214,0000,213,0000,001,0213,FBDD,008,100003
03,0002009001,214,0000,213,0000,001,0213,FBDD,008,100004
04,8109804002,214,0000,213,0000,001,0213,FBDD,008,100005
05,810C404002,214,0000,213,0000,001,0213,FBDD,008,100006
06,810C204002,214,0000,213,0000,001,0213,FBDD,008,100007
07,8078104002,214,0000,213,0000,001,0213,FBDD,008,100078
78,81A4084002,214,0000,213,0000,001,0213,FBDD,008,100079
79,8189044002,214,0000,213,0000,001,0213,FBDD,008,10007A
7A,817D024002,214,0000,213,0000,001,0213,FBDD,008,10007B
7B,80C4014002,214,0000,213,0000,001,0213,FBDD,008,1000C4
C4,80DE801040,214,0000,213,0000,001,0213,FBDD,008,1000DE
DE,4000000000,214,0000,213,0000,001,0213,FBDD,008,1000DF
DF,8001101040,214,0000,213,0000,001,0213,FBDD,008,100001
01,00A0009004,214,0000,214,0000,001,0214,FBDD,008,100002
02,0104009420,215,0000,214,0000,001,0214,FBDD,008,100003
03,0002009001,215,0000,214,0000,001,0214,FBDD,008,100004
04,8109804002,215,0000,214,0000,001,0214,FBDD,008,100005
05,810C404002,215,0000,214,0000,001,0214,FBDD,008,100006
06,810C204002,215,0000,214,0000,001,0214,FBDD,008,100007
07,8078104002,215,0000,214,0000,001,0214,FBDD,008,100078
78,81A4084002,215,0000,214,0000,001,0214,FBDD,008,100079
79,8189044002,215,0000,214,0000,001,0214,FBDD,008,10007A
7A,817D024002,215,0000,214,0000,001,0214,FBDD,008,10007B
7B,80C4014002,215,0000,214,0000,001,0214,FBDD,008,1000C4
C4,80DE801040,215,0000,214,0000,001,0214,FBDD,008,1000DE
DE,4000000000,215,0000,214,0000,001,0214,FBDD,008,1000DF
DF,8001101040,215,0000,214,0000,001,0214,FBDD,008,100001
01,00A0009004,215,0000,215,0000,001,0215,FBDD,008,100002
02,0104009420,216,0000,215,0000,001,0215,FBDD,008,100003
03,0002009001,216,0000,215,0000,001,0215,FBDD,008,100004
04,8109804002,216,0000,215,0000,001,0215,FBDD,008,100005
05,810C404002,216,0000,215,0000,001,0215,FBDD,008,100006
06,810C204002,216,0000,215,0000,001,0215,FBDD,008,100007
07,8078104002,216,0000,215,0000,001,0215,FBDD,008,100078
78,81A4084002,216,0000,215,0000,001,0215,FBDD,008,100079
79,8189044002,216,0000,215,0000,001,0215,FBDD,008,10007A
7A,817D024002,216,0000,215,0000,001,0215,FBDD,008,10007B
7B,80C4014002,216,0000,215,0000,001,0215,FBDD,008,1000C4
C4,80DE801040,216,0000,215,0000,001,0215,FBDD,008,1000DE
DE,4000000000,216,0000,215,0000,001,0215,FBDD,008,1000DF
DF,8001101040,216,0000,215,0000,001,0215,FBDD,008,100001
01,00A0009004,216,0000,216,0000,001,0216,FBDD,008,100002
02,0104009420,217,0000,216,0000,001,0216,FBDD,008,100003
03,0002009001,217,0000,216,0000,001,0216,FBDD,008,100004
04,8109804002,217,0000,216,0000,001,0216,FBDD,008,100005
05,810C404002,217,0000,216,0000,001,0216,FBDD,008,100006
06,810C204002,217,0000,216,0000,001,0216,FBDD,008,100007
07,8078104002,217,0000,216,0000,001,0216,FBDD,008,100078
78,81A4084002,217,0000,216,0000,001,0216,FBDD,008,100079
79,8189044002,217,0000,216,0000,001,0216,FBDD,008,10007A
7A,817D024002,217,0000,216,0000,001,0216,FBDD,008,10007B
7B,80C4014002,217,0000,216,0000,001,0216,FBDD,008,1000C4
C4,80DE801040,217,0000,216,0000,001,0216,FBDD,008,1000DE
DE,4000000000,217,0000,216,0000,001,0216,FBDD,008,1000DF
DF,8001101040,217,0000,216,0000,001,0216,FBDD,008,100001
01,00A0009004,217,0000,217,0000,001,0217,FBDD,008,100002
02,0104009420,218,0000,217,0000,001,0217,FBDD,008,100003
03,0002009001,218,0000,217,0000,001,0217,FBDD,008,100004
04,8109804002,218,0000,217,0000,001,0217,FBDD,008,100005
05,810C404002,218,0000,217,0000,001,0217,FBDD,008,100006
06,810C204002,218,0000,217,0000,001,0217,FBDD,008,100007
07,8078104002,218,0000,217,0000,001,0217,FBDD,008,100078
78,81A4084002,218,0000,217,0000,001,0217,FBDD,008,100079
79,8189044002,218,0000,217,0000,001,0217,FBDD,008,10007A
7A,817D024002,218,0000,217,0000,001,0217,FBDD,008,10007B
7B,80C4014002,218,0000,217,0000,001,0217,FBDD,008,1000C4
C4,80DE801040,218,0000,217,0000,001,0217,FBDD,008,1000DE
DE,4000000000,218,0000,217,0000,001,0217,FBDD,008,1000DF
DF,8001101040,218,0000,217,0000,001,0217,FBDD,008,100001
01,00A0009004,218,0000,218,0000,001,0218,FBDD,008,100002
02,0104009420,219,0000,218,0000,001,0218,FBDD,008,100003
03,0002009001,219,0000,218,0000,001,0218,FBDD,008,100004
04,8109804002,219,0000,218,0000,001,0218,FBDD,008,100005
05,810C404002,219,0000,218,0000,001,0218,FBDD,008,100006
06,810C204002,219,0000,218,0000,001,0218,FBDD,008,100007
07,8078104002,219,0000,218,0000,001,0218,FBDD,008,100078
78,81A4084002,219,0000,218,0000,001,0218,FBDD,008,100079
79,8189044002,219,0000,218,0000,001,0218,FBDD,008,10007A
7A,817D024002,219,0000,218,0000,001,0218,FBDD,008,10007B
7B,80C4014002,219,0000,218,0000,001,0218,FBDD,008,1000C4
C4,80DE801040,219,0000,218,0000,001,0218,FBDD,008,1000DE
DE,4000000000,219,0000,218,0000,001,0218,FBDD,008,1000DF
DF,8001101040,219,0000,218,0000,001,0218,FBDD,008,100001
01,00A0009004,219,0000,219,0000,001,0219,FBDD,008,100002
02,0104009420,21A,0000,219,0000,001,0219,FBDD,008,100003
03,0002009001,21A,0000,219,0000,001,0219,FBDD,008,100004
04,8109804002,21A,0000,219,0000,001,0219,FBDD,008,100005
05,810C404002,21A,0000,219,0000,001,0219,FBDD,008,100006
06,810C204002,21A,0000,219,0000,001,0219,FBDD,008,100007
07,8078104002,21A,0000,219,0000,001,0219,FBDD,008,100078
78,81A4084002,21A,0000,219,0000,001,0219,FBDD,008,100079
79,8189044002,21A,0000,219,0000,001,0219,FBDD,008,10007A
7A,817D024002,21A,0000,219,0000,001,0219,FBDD,008,10007B
7B,80C4014002,21A,0000,219,0000,001,0219,FBDD,008,1000C4
C4,80DE801040,21A,0000,219,0000,001,0219,FBDD,008,1000DE
DE,4000000000,21A,0000,219,0000,001,0219,FBDD,008,1000DF
DF,8001101040,21A,0000,219,0000,001,0219,FBDD,008,100001
01,00A0009004,21A,0000,21A,0000,001,021A,FBDD,008,100002
02,0104009420,21B,0000,21A,0000,001,021A,FBDD,008,100003
03,0002009001,21B,0000,21A,0000,001,021A,FBDD,008,100004
04,8109804002,21B,0000,21A,0000,001,021A,FBDD,008,100005
05,810C404002,21B,0000,21A,0000,001,021A,FBDD,008,100006
06,810C204002,21B,0000,21A,0000,001,021A,FBDD,008,100007
07,8078104002,21B,0000,21A,0000,001,021A,FBDD,008,100078
78,81A4084002,21B,0000,21A,0000,001,021A,FBDD,008,100079
79,8189044002,21B,0000,21A,0000,001,021A,FBDD,008,10007A
7A,817D024002,21B,0000,21A,0000,001,021A,FBDD,008,10007B
7B,80C4014002,21B,0000,21A,0000,001,021A,FBDD,008,1000C4
C4,80DE801040,21B,0000,21A,0000,001,021A,FBDD,008,1000DE
DE,4000000000,21B,0000,21A,0000,001,021A,FBDD,008,1000DF
DF,8001101040,21B,0000,21A,0000,001,021A,FBDD,008,100001
01,00A0009004,21B,0000,21B,0000,001,021B,FBDD,008,100002
02,0104009420,21C,0000,21B,0000,001,021B,FBDD,008,100003
03,0002009001,21C,0000,21B,0000,001,021B,FBDD,008,100004
04,8109804002,21C,0000,21B,0000,001,021B,FBDD,008,100005
05,810C404002,21C,0000,21B,0000,001,021B,FBDD,008,100006
06,810C204002,21C,0000,21B,0000,001,021B,FBDD,008,100007
07,8078104002,21C,0000,21B,0000,001,021B,FBDD,008,100078
78,81A4084002,21C,0000,21B,0000,001,021B,FBDD,008,100079
79,8189044002,21C,0000,21B,0000,001,021B,FBDD,008,10007A
7A,817D024002,21C,0000,21B,0000,001,021B,FBDD,008,10007B
7B,80C4014002,21C,0000,21B,0000,001,021B,FBDD,008,1000C4
C4,80DE801040,21C,0000,21B,0000,001,021B,FBDD,008,1000DE
DE,4000000000,21C,0000,21B,0000,001,021B,FBDD,008,1000DF
DF,8001101040,21C,0000,21B,0000,001,021B,FBDD,008,100001
01,00A0009004,21C,0000,21C,0000,001,021C,FBDD,008,100002
02,0104009420,21D,0000,21C,0000,001,021C,FBDD,008,100003
03,0002009001,21D,0000,21C,0000,001,021C,FBDD,008,100004
04,8109804002,21D,0000,21C,0000,001,021C,FBDD,008,100005
05,810C404002,21D,0000,21C,0000,001,021C,FBDD,008,100006
06,810C204002,21D,0000,21C,0000,001,021C,FBDD,008,100007
07,8078104002,21D,0000,21C,0000,001,021C,FBDD,008,100078
78,81A4084002,21D,0000,21C,0000,001,021C,FBDD,008,100079
79,8189044002,21D,0000,21C,0000,001,021C,FBDD,008,10007A
7A,817D024002,21D,0000,21C,0000,001,021C,FBDD,008,10007B
7B,80C4014002,21D,0000,21C,0000,001,021C,FBDD,008,1000C4
C4,80DE801040,21D,0000,21C,0000,001,021C,FBDD,008,1000DE
DE,4000000000,21D,0000,21C,0000,001,021C,FBDD,008,1000DF
DF,8001101040,21D,0000,21C,0000,001,021C,FBDD,008,100001
01,00A0009004,21D,0000,21D,0000,001,021D,FBDD,008,100002
02,0104009420,21E,0000,21D,0000,001,021D,FBDD,008,100003
03,0002009001,21E,0000,21D,0000,001,021D,FBDD,008,100004
04,8109804002,21E,0000,21D,0000,001,021D,FBDD,008,100005
05,810C404002,21E,0000,21D,0000,001,021D,FBDD,008,100006
06,810C204002,21E,0000,21D,0000,001,021D,FBDD,008,100007
07,8078104002,21E,0000,21D,0000,001,021D,FBDD,008,100078
78,81A4084002,21E,0000,21D,0000,001,021D,FBDD,008,100079
79,8189044002,21E,0000,21D,0000,001,021D,FBDD,008,10007A
7A,817D024002,21E,0000,21D,0000,001,021D,FBDD,008,10007B
7B,80C4014002,21E,0000,21D,0000,001,021D,FBDD,008,1000C4
C4,80DE801040,21E,0000,21D,0000,001,021D,FBDD,008,1000DE
DE,4000000000,21E,0000,21D,0000,001,021D,FBDD,008,1000DF
DF,8001101040,21E,0000,21D,0000,001,021D,FBDD,008,100001
01,00A0009004,21E,0000,21E,0000,001,021E,FBDD,008,100002
02,0104009420,21F,0000,21E,0000,001,021E,FBDD,008,100003
03,0002009001,21F,0000,21E,0000,001,021E,FBDD,008,100004
04,8109804002,21F,0000,21E,0000,001,021E,FBDD,008,100005
05,810C404002,21F,0000,21E,0000,001,021E,FBDD,008,100006
06,810C204002,21F,0000,21E,0000,001,021E,FBDD,008,100007
07,8078104002,21F,0000,21E,0000,001,021E,FBDD,008,100078
78,81A4084002,21F,0000,21E,0000,001,021E,FBDD,008,100079
79,8189044002,21F,0000,21E,0000,001,021E,FBDD,008,10007A
7A,817D024002,21F,0000,21E,0000,001,021E,FBDD,008,10007B
7B,80C4014002,21F,0000,21E,0000,001,021E,FBDD,008,1000C4
C4,80DE801040,21F,0000,21E,0000,001,021E,FBDD,008,1000DE
DE,4000000000,21F,0000,21E,0000,001,021E,FBDD,008,1000DF
DF,8001101040,21F,0000,21E,0000,001,021E,FBDD,008,100001
01,00A0009004,21F,0000,21F,0000,001,021F,FBDD,008,100002
02,0104009420,220,0000,21F,0000,001,021F,FBDD,008,100003
03,0002009001,220,0000,21F,0000,001,021F,FBDD,008,100004
04,8109804002,220,0000,21F,0000,001,021F,FBDD,008,100005
05,810C404002,220,0000,21F,0000,001,021F,FBDD,008,100006
06,810C204002,220,0000,21F,0000,001,021F,FBDD,008,100007
07,8078104002,220,0000,21F,0000,001,021F,FBDD,008,100078
78,81A4084002,220,0000,21F,0000,001,021F,FBDD,008,100079
79,8189044002,220,0000,21F,0000,001,021F,FBDD,008,10007A
7A,817D024002,220,0000,21F,0000,001,021F,FBDD,008,10007B
7B,80C4014002,220,0000,21F,0000,001,021F,FBDD,008,1000C4
C4,80DE801040,220,0000,21F,0000,001,021F,FBDD,008,1000DE
DE,4000000000,220,0000,21F,0000,001,021F,FBDD,008,1000DF
DF,8001101040,220,0000,21F,0000,001,021F,FBDD,008,100001
01,00A0009004,220,0000,220,0000,001,0220,FBDD,008,100002
02,0104009420,221,0000,220,0000,001,0220,FBDD,008,100003
03,0002009001,221,0000,220,0000,001,0220,FBDD,008,100004
04,8109804002,221,0000,220,0000,001,0220,FBDD,008,100005
05,810C404002,221,0000,220,0000,001,0220,FBDD,008,100006
06,810C204002,221,0000,220,0000,001,0220,FBDD,008,100007
07,8078104002,221,0000,220,0000,001,0220,FBDD,008,100078
78,81A4084002,221,0000,220,0000,001,0220,FBDD,008,100079
79,8189044002,221,0000,220,0000,001,0220,FBDD,008,10007A
7A,817D024002,221,0000,220,0000,001,0220,FBDD,008,10007B
7B,80C4014002,221,0000,220,0000,001,0220,FBDD,008,1000C4
C4,80DE801040,221,0000,220,0000,001,0220,FBDD,008,1000DE
DE,4000000000,221,0000,220,0000,001,0220,FBDD,008,1000DF
DF,8001101040,221,0000,220,0000,001,0220,FBDD,008,100001
01,00A0009004,221,0000,221,0000,001,0221,FBDD,008,100002
02,0104009420,222,0000,221,0000,001,0221,FBDD,008,100003
03,0002009001,222,0000,221,0000,001,0221,FBDD,008,100004
04,8109804002,222,0000,221,0000,001,0221,FBDD,008,100005
05,810C404002,222,0000,221,0000,001,0221,FBDD,008,100006
06,810C204002,222,0000,221,0000,001,0221,FBDD,008,100007
07,8078104002,222,0000,221,0000,001,0221,FBDD,008,100078
78,81A4084002,222,0000,221,0000,001,0221,FBDD,008,100079
79,8189044002,222,0000,221,0000,001,0221,FBDD,008,10007A
7A,817D024002,222,0000,221,0000,001,0221,FBDD,008,10007B
7B,80C4014002,222,0000,221,0000,001,0221,FBDD,008,1000C4
C4,80DE801040,222,0000,221,0000,001,0221,FBDD,008,1000DE
DE,4000000000,222,0000,221,0000,001,0221,FBDD,008,1000DF
DF,8001101040,222,0000,221,0000,001,0221,FBDD,008,100001
01,00A0009004,222,0000,222,0000,001,0222,FBDD,008,100002
02,0104009420,223,0000,222,0000,001,0222,FBDD,008,100003
03,0002009001,223,0000,222,0000,001,0222,FBDD,008,100004
04,8109804002,223,0000,222,0000,001,0222,FBDD,008,100005
05,810C404002,223,0000,222,0000,001,0222,FBDD,008,100006
06,810C204002,223,0000,222,0000,001,0222,FBDD,008,100007
07,8078104002,223,0000,222,0000,001,0222,FBDD,008,100078
78,81A4084002,223,0000,222,0000,001,0222,FBDD,008,100079
79,8189044002,223,0000,222,0000,001,0222,FBDD,008,10007A
7A,817D024002,223,0000,222,0000,001,0222,FBDD,008,10007B
7B,80C4014002,223,0000,222,0000,001,0222,FBDD,008,1000C4
C4,80DE801040,223,0000,222,0000,001,0222,FBDD,008,1000DE
DE,4000000000,223,0000,222,0000,001,0222,FBDD,008,1000DF
DF,8001101040,223,0000,222,0000,001,0222,FBDD,008,100001
01,00A0009004,223,0000,223,0000,001,0223,FBDD,008,100002
02,0104009420,224,0000,223,0000,001,0223,FBDD,008,100003
03,0002009001,224,0000,223,0000,001,0223,FBDD,008,100004
04,8109804002,224,0000,223,0000,001,0223,FBDD,008,100005
05,810C404002,224,0000,223,0000,001,0223,FBDD,008,100006
06,810C204002,224,0000,223,0000,001,0223,FBDD,008,100007
07,8078104002,224,0000,223,0000,001,0223,FBDD,008,100078
78,81A4084002,224,0000,223,0000,001,0223,FBDD,008,100079
79,8189044002,224,0000,223,0000,001,0223,FBDD,008,10007A
7A,817D024002,224,0000,223,0000,001,0223,FBDD,008,10007B
7B,80C4014002,224,0000,223,0000,001,0223,FBDD,008,1000C4
C4,80DE801040,224,0000,223,0000,001,0223,FBDD,008,1000DE
DE,4000000000,224,0000,223,0000,001,0223,FBDD,008,1000DF
DF,8001101040,224,0000,223,0000,001,0223,FBDD,008,100001
01,00A0009004,224,0000,224,0000,001,0224,FBDD,008,100002
02,0104009420,225,0000,224,0000,001,0224,FBDD,008,100003
03,0002009001,225,0000,224,0000,001,0224,FBDD,008,100004
04,8109804002,225,0000,224,0000,001,0224,FBDD,008,100005
05,810C404002,225,0000,224,0000,001,0224,FBDD,008,100006
06,810C204002,225,0000,224,0000,001,0224,FBDD,008,100007
07,8078104002,225,0000,224,0000,001,0224,FBDD,008,100078
78,81A4084002,225,0000,224,0000,001,0224,FBDD,008,100079
79,8189044002,225,0000,224,0000,001,0224,FBDD,008,10007A
7A,817D024002,225,0000,224,0000,001,0224,FBDD,008,10007B
7B,80C4014002,225,0000,224,0000,001,0224,FBDD,008,1000C4
C4,80DE801040,225,0000,224,0000,001,0224,FBDD,008,1000DE
DE,4000000000,225,0000,224,0000,001,0224,FBDD,008,1000DF
DF,8001101040,225,0000,224,0000,001,0224,FBDD,008,100001
01,00A0009004,225,0000,225,0000,001,0225,FBDD,008,100002
02,0104009420,226,0000,225,0000,001,0225,FBDD,008,100003
03,0002009001,226,0000,225,0000,001,0225,FBDD,008,100004
04,8109804002,226,0000,225,0000,001,0225,FBDD,008,100005
05,810C404002,226,0000,225,0000,001,0225,FBDD,008,100006
06,810C204002,226,0000,225,0000,001,0225,FBDD,008,100007
07,8078104002,226,0000,225,0000,001,0225,FBDD,008,100078
78,81A4084002,226,0000,225,0000,001,0225,FBDD,008,100079
79,8189044002,226,0000,225,0000,001,0225,FBDD,008,10007A
7A,817D024002,226,0000,225,0000,001,0225,FBDD,008,10007B
7B,80C4014002,226,0000,225,0000,001,0225,FBDD,008,1000C4
C4,80DE801040,226,0000,225,0000,001,0225,FBDD,008,1000DE
DE,4000000000,226,0000,225,0000,001,0225,FBDD,008,1000DF
DF,8001101040,226,0000,225,0000,001,0225,FBDD,008,100001
01,00A0009004,226,0000,226,0000,001,0226,FBDD,008,100002
02,0104009420,227,0000,226,0000,001,0226,FBDD,008,100003
03,0002009001,227,0000,226,0000,001,0226,FBDD,008,100004
04,8109804002,227,0000,226,0000,001,0226,FBDD,008,100005
05,810C404002,227,0000,226,0000,001,0226,FBDD,008,100006
06,810C204002,227,0000,226,0000,001,0226,FBDD,008,100007
07,8078104002,227,0000,226,0000,001,0226,FBDD,008,100078
78,81A4084002,227,0000,226,0000,001,0226,FBDD,008,100079
79,8189044002,227,0000,226,0000,001,0226,FBDD,008,10007A
7A,817D024002,227,0000,226,0000,001,0226,FBDD,008,10007B
7B,80C4014002,227,0000,226,0000,001,0226,FBDD,008,1000C4
C4,80DE801040,227,0000,226,0000,001,0226,FBDD,008,1000DE
DE,4000000000,227,0000,226,0000,001,0226,FBDD,008,1000DF
DF,8001101040,227,0000,226,0000,001,0226,FBDD,008,100001
01,00A0009004,227,0000,227,0000,001,0227,FBDD,008,100002
02,0104009420,228,0000,227,0000,001,0227,FBDD,008,100003
03,0002009001,228,0000,227,0000,001,0227,FBDD,008,100004
04,8109804002,228,0000,227,0000,001,0227,FBDD,008,100005
05,810C404002,228,0000,227,0000,001,0227,FBDD,008,100006
06,810C204002,228,0000,227,0000,001,0227,FBDD,008,100007
07,8078104002,228,0000,227,0000,001,0227,FBDD,008,100078
78,81A4084002,228,0000,227,0000,001,0227,FBDD,008,100079
79,8189044002,228,0000,227,0000,001,0227,FBDD,008,10007A
7A,817D024002,228,0000,227,0000,001,0227,FBDD,008,10007B
7B,80C4014002,228,0000,227,0000,001,0227,FBDD,008,1000C4
C4,80DE801040,228,0000,227,0000,001,0227,FBDD,008,1000DE
DE,4000000000,228,0000,227,0000,001,0227,FBDD,008,1000DF
DF,8001101040,228,0000,227,0000,001,0227,FBDD,008,100001
01,00A0009004,228,0000,228,0000,001,0228,FBDD,008,100002
02,0104009420,229,0000,228,0000,001,0228,FBDD,008,100003
03,0002009001,229,0000,228,0000,001,0228,FBDD,008,100004
04,8109804002,229,0000,228,0000,001,0228,FBDD,008,100005
05,810C404002,229,0000,228,0000,001,0228,FBDD,008,100006
06,810C204002,229,0000,228,0000,001,0228,FBDD,008,100007
07,8078104002,229,0000,228,0000,001,0228,FBDD,008,100078
78,81A4084002,229,0000,228,0000,001,0228,FBDD,008,100079
79,8189044002,229,0000,228,0000,001,0228,FBDD,008,10007A
7A,817D024002,229,0000,228,0000,001,0228,FBDD,008,10007B
7B,80C4014002,229,0000,228,0000,001,0228,FBDD,008,1000C4
C4,80DE801040,229,0000,228,0000,001,0228,FBDD,008,1000DE
DE,4000000000,229,0000,228,0000,001,0228,FBDD,008,1000DF
DF,8001101040,229,0000,228,0000,001,0228,FBDD,008,100001
01,00A0009004,229,0000,229,0000,001,0229,FBDD,008,100002
02,0104009420,22A,0000,229,0200,001,0229,FBDD,008,100003
03,0002009001,22A,0200,229,0200,001,0229,FBDD,008,100004
04,8109804002,22A,0200,229,0200,001,0229,FBDD,008,100005
05,810C404002,22A,0200,229,0200,001,0229,FBDD,008,100006
06,810C204002,22A,0200,229,0200,001,0229,FBDD,008,100007
07,8078104002,22A,0200,229,0200,001,0229,FBDD,008,100078
78,81A4084002,22A,0200,229,0200,001,0229,FBDD,008,100079
79,8189044002,22A,0200,229,0200,001,0229,FBDD,008,10007A
7A,817D024002,22A,0200,229,0200,001,0229,FBDD,008,10007D
7D,8183014002,22A,0200,229,0200,001,0229,FBDD,008,10007E
